Date,state,precipitation (inch)
200510,LA,0.12
200511,LA,2.75
200512,LA,3.6
200601,LA,4.08
200602,LA,5.38
200603,LA,2.64
200604,LA,4.23
200605,LA,2.53
200606,LA,2.44
200607,LA,5.67
200608,LA,4.58
200609,LA,3.14
200610,LA,10.13
200611,LA,2.6
200612,LA,7.98
200701,LA,7.22
200702,LA,1.95
200703,LA,1.63
200704,LA,4.27
200705,LA,4.51
200706,LA,5.05
200707,LA,8.72
200708,LA,2.95
200709,LA,5.1
200710,LA,3.71
200711,LA,3.22
200712,LA,4.08
200801,LA,4.93
200802,LA,5.39
200803,LA,3.57
200804,LA,3.27
200805,LA,5.79
200806,LA,3.61
200807,LA,2.51
200808,LA,7.57
200809,LA,8.99
200810,LA,1.51
200811,LA,3.75
200812,LA,5.24
200901,LA,2.47
200902,LA,2.17
200903,LA,6.96
200904,LA,4.55
200905,LA,4.7
200906,LA,1.47
200907,LA,6.69
200908,LA,3.65
200909,LA,6.11
200910,LA,13.03
200911,LA,1.71
200912,LA,10.53
201001,LA,3.5
201002,LA,5.44
201003,LA,2.42
201004,LA,1.29
201005,LA,3.24
201006,LA,4.31
201007,LA,5.48
201008,LA,6.08
201009,LA,1.3
201010,LA,1.29
201011,LA,5.36
201012,LA,2.05
201101,LA,4.75
201102,LA,2.1
201103,LA,3.88
201104,LA,2.5
201105,LA,1.51
201106,LA,3.3
201107,LA,6.16
201108,LA,1.71
201109,LA,7
201110,LA,0.9
201111,LA,3.69
201112,LA,5.51
201201,LA,4.7
201202,LA,7.4
201203,LA,8.02
201204,LA,4.79
201205,LA,2.17
201206,LA,4.25
201207,LA,7.74
201208,LA,8.86
201209,LA,5.66
201210,LA,1.63
201211,LA,1.68
201212,LA,5.98
201301,LA,10.93
201302,LA,6.28
201303,LA,1.47
201304,LA,6.7
201305,LA,5.43
201306,LA,4.58
201307,LA,4.41
201308,LA,2.94
201309,LA,5.71
201310,LA,4.18
201311,LA,5.02
201312,LA,3.78
201401,LA,2.06
201402,LA,5.56
201403,LA,4.47
201404,LA,4.49
201405,LA,7.46
201406,LA,6.23
201407,LA,5.95
201408,LA,5.8
201409,LA,2.99
201410,LA,3.28
201411,LA,3.5
201412,LA,4.15
201501,LA,5.86
201502,LA,3.03
201503,LA,5.85
201504,LA,8.19
201505,LA,8.24
201506,LA,5.42
201507,LA,3
201508,LA,2.66
201509,LA,2.76
201510,LA,7.52
201511,LA,9.09
201512,LA,5.69
201601,LA,4.28
201602,LA,3.24
201603,LA,10.6
201604,LA,6.51
201605,LA,5.72
201606,LA,6.03
201607,LA,4.83
201608,LA,13.02
201609,LA,3.18
201610,LA,0.42
201611,LA,2.95
201612,LA,6.3
201701,LA,6.63
201702,LA,2.33
201703,LA,3.64
201704,LA,5.58
201705,LA,9.14
201706,LA,8.99
201707,LA,4.76
201708,LA,12.94
201709,LA,0.88
201710,LA,2.61
201711,LA,1.58
201712,LA,4.98
201801,LA,4.7
201802,LA,8.22
201803,LA,4.88
201804,LA,4.78
201805,LA,2.07
201806,LA,3.61
201807,LA,5.1
201808,LA,4.47
201809,LA,7.61
201810,LA,5.24
201811,LA,6.98
201812,LA,8.73
201901,LA,5.71
201902,LA,4.47
201903,LA,2.01
201904,LA,8.39
201905,LA,8.17
201906,LA,6.38
201907,LA,7.38
201908,LA,4.96
201909,LA,1.79
201910,LA,7.96
201911,LA,1.68
201912,LA,2.97
202001,LA,7.54
202002,LA,5.83
202003,LA,3.85
202004,LA,6.34
202005,LA,5.67
202006,LA,5.33
202007,LA,6.96
202008,LA,6.3
202009,LA,4.24
202010,LA,6.1
202011,LA,3.57
202012,LA,5.23
202101,LA,3.52
202102,LA,4.23
202103,LA,5.33
202104,LA,8.57
202105,LA,11.38
202106,LA,6.75
202107,LA,6.79
202108,LA,6.19
202109,LA,6.91
202110,LA,2.56
202111,LA,1.33
202112,LA,2.72
202201,LA,2.5
202202,LA,2.98
202203,LA,5.86
202204,LA,3.51
202205,LA,4.95
202206,LA,2.83
202207,LA,5.54
202208,LA,10.45
202209,LA,1.89
202210,LA,1.43
202211,LA,6.74
202212,LA,6.9
202301,LA,7.07
202302,LA,3.5
202303,LA,3.28
202304,LA,6.33
202305,LA,3.34
202306,LA,3.46
202307,LA,3.47
202308,LA,1.27
202309,LA,2.8
202310,LA,1.34
202311,LA,2.53
202312,LA,5.27
200101,ME,1.33
200102,ME,2.69
200103,ME,3.71
200104,ME,1
200105,ME,2.06
200106,ME,3.76
200107,ME,3.76
200108,ME,1.53
200109,ME,3.7
200110,ME,1.96
200111,ME,2.23
200112,ME,2.1
200201,ME,2.66
200202,ME,3.25
200203,ME,3.52
200204,ME,4.42
200205,ME,3.4
200206,ME,4.17
200207,ME,3.96
200208,ME,0.98
200209,ME,4.25
200210,ME,3.06
200211,ME,4.21
200212,ME,3.1
200301,ME,1.31
200302,ME,2.66
200303,ME,3.51
200304,ME,1.92
200305,ME,3.49
200306,ME,3.27
200307,ME,3.47
200308,ME,3.53
200309,ME,4.2
200310,ME,7.93
200311,ME,4.4
200312,ME,6.33
200401,ME,0.97
200402,ME,1.44
200403,ME,1.61
200404,ME,3.41
200405,ME,3.79
200406,ME,2.77
200407,ME,4.68
200408,ME,6.38
200409,ME,2.74
200410,ME,2.46
200411,ME,4.19
200412,ME,4.36
200501,ME,2.34
200502,ME,2.53
200503,ME,4.27
200504,ME,7.3
200505,ME,5.87
200506,ME,3.44
200507,ME,3.89
200508,ME,4.44
200509,ME,4.68
200510,ME,11.26
200511,ME,6.27
200512,ME,5.3
200601,ME,4.28
200602,ME,2.51
200603,ME,1.2
200604,ME,2.35
200605,ME,5.9
200606,ME,7.39
200607,ME,5.46
200608,ME,3.84
200609,ME,2.96
200610,ME,7.85
200611,ME,4.97
200612,ME,2.94
200701,ME,2.61
200702,ME,2.06
200703,ME,4.14
200704,ME,6.48
200705,ME,3.2
200706,ME,3.05
200707,ME,3.56
200708,ME,4.14
200709,ME,2.38
200710,ME,4.85
200711,ME,6.9
200712,ME,4.26
200801,ME,2.91
200802,ME,5.36
200803,ME,4.62
200804,ME,4.24
200805,ME,1.65
200806,ME,6.16
200807,ME,4.91
200808,ME,5.41
200809,ME,6.01
200810,ME,4.09
200811,ME,5.34
200812,ME,5.32
200901,ME,2.57
200902,ME,2.65
200903,ME,2.45
200904,ME,3.97
200905,ME,4.07
200906,ME,6.7
200907,ME,6.71
200908,ME,3.98
200909,ME,1.75
200910,ME,5.53
200911,ME,4.77
200912,ME,4.31
201001,ME,3.07
201002,ME,2.67
201003,ME,5.11
201004,ME,2.82
201005,ME,2.09
201006,ME,5.54
201007,ME,2.87
201008,ME,2.33
201009,ME,5.37
201010,ME,5.93
201011,ME,5.2
201012,ME,6.31
201101,ME,1.89
201102,ME,2.95
201103,ME,4.93
201104,ME,4.75
201105,ME,5.49
201106,ME,4.06
201107,ME,3.69
201108,ME,7.44
201109,ME,3.89
201110,ME,4.97
201111,ME,2.49
201112,ME,3.49
201201,ME,3.1
201202,ME,1.76
201203,ME,1.94
201204,ME,4.14
201205,ME,4.68
201206,ME,7.58
201207,ME,1.89
201208,ME,4.29
201209,ME,4.91
201210,ME,6.69
201211,ME,1.29
201212,ME,5.11
201301,ME,1.42
201302,ME,3.06
201303,ME,2.45
201304,ME,1.98
201305,ME,5.67
201306,ME,6.55
201307,ME,4.89
201308,ME,4.6
201309,ME,5.42
201310,ME,1.7
201311,ME,4.11
201312,ME,3.76
201401,ME,3.41
201402,ME,2.85
201403,ME,3.8
201404,ME,3.44
201405,ME,3.99
201406,ME,4.58
201407,ME,6.65
201408,ME,3.34
201409,ME,1.61
201410,ME,6.2
201411,ME,3.5
201412,ME,6.08
201501,ME,3.17
201502,ME,1.74
201503,ME,1.78
201504,ME,3.08
201505,ME,2.8
201506,ME,5.79
201507,ME,3.61
201508,ME,3.9
201509,ME,4.82
201510,ME,4.73
201511,ME,2.43
201512,ME,5.31
201601,ME,2.5
201602,ME,4.74
201603,ME,3.74
201604,ME,2.53
201605,ME,2.56
201606,ME,3.41
201607,ME,3.78
201608,ME,4.15
201609,ME,1.58
201610,ME,3.98
201611,ME,3.82
201612,ME,4.57
201701,ME,3.83
201702,ME,3.11
201703,ME,2.69
201704,ME,4.11
201705,ME,5.67
201706,ME,3.73
201707,ME,2.84
201708,ME,2.45
201709,ME,3.08
201710,ME,7.17
201711,ME,2.77
201712,ME,3.87
201801,ME,4.78
201802,ME,3.02
201803,ME,2.95
201804,ME,4.65
201805,ME,1.92
201806,ME,3.69
201807,ME,4.06
201808,ME,3.78
201809,ME,3.15
201810,ME,4.48
201811,ME,6.18
201812,ME,3.79
201901,ME,5.25
201902,ME,2.87
201903,ME,2.19
201904,ME,5.37
201905,ME,4.49
201906,ME,4.69
201907,ME,3.31
201908,ME,4.8
201909,ME,3.46
201910,ME,5.73
201911,ME,4.08
201912,ME,3.75
202001,ME,3.06
202002,ME,2.85
202003,ME,2.7
202004,ME,4.17
202005,ME,2.62
202006,ME,2.29
202007,ME,3.85
202008,ME,2.81
202009,ME,1
202010,ME,6.12
202011,ME,3.83
202012,ME,5.33
202101,ME,1.89
202102,ME,2.9
202103,ME,1.98
202104,ME,3.24
202105,ME,2.74
202106,ME,2.22
202107,ME,5.46
202108,ME,2.66
202109,ME,6.46
202110,ME,3.78
202111,ME,3.28
202112,ME,3.14
202201,ME,2.42
202202,ME,3.82
202203,ME,3.33
202204,ME,4.46
202205,ME,2.82
202206,ME,3.27
202207,ME,4.48
202208,ME,4.95
202209,ME,4.62
202210,ME,5.73
202211,ME,4.52
202212,ME,5.53
202301,ME,5.46
202302,ME,1.67
202303,ME,2.3
202304,ME,2.49
202305,ME,4.12
202306,ME,6.43
202307,ME,5.51
202308,ME,6.8
202309,ME,5.07
202310,ME,5.12
202311,ME,2.54
202312,ME,6.64
200101,MD,2.75
200102,MD,2.2
200103,MD,4.95
200104,MD,2.06
200105,MD,4.44
200106,MD,4.65
200107,MD,4.48
200108,MD,4.31
200109,MD,2.4
200110,MD,0.92
200111,MD,1.01
200112,MD,1.85
200201,MD,2.32
200202,MD,0.58
200203,MD,4.22
200204,MD,3.73
200205,MD,3.3
200206,MD,2.79
200207,MD,2.66
200208,MD,2.95
200209,MD,3.96
200210,MD,6.26
200211,MD,4.43
200212,MD,4.27
200301,MD,2.25
200302,MD,5.86
200303,MD,4.08
200304,MD,3.1
200305,MD,6.53
200306,MD,6.89
200307,MD,5.38
200308,MD,5.05
200309,MD,7.85
200310,MD,4.22
200311,MD,4.63
200312,MD,4.9
200401,MD,2.25
200402,MD,2.47
200403,MD,2.47
200404,MD,5.4
200405,MD,3.88
200406,MD,4.4
200407,MD,5.96
200408,MD,5.43
200409,MD,5.26
200410,MD,1.72
200411,MD,4.45
200412,MD,2.9
200501,MD,3.91
200502,MD,1.96
200503,MD,4.49
200504,MD,3.59
200505,MD,3.75
200506,MD,3.09
200507,MD,5.62
200508,MD,3.06
200509,MD,0.6
200510,MD,7.69
200511,MD,3.01
200512,MD,3.26
200601,MD,3.62
200602,MD,1.7
200603,MD,0.33
200604,MD,3.47
200605,MD,2.29
200606,MD,9.32
200607,MD,3.62
200608,MD,1.32
200609,MD,7.01
200610,MD,5.09
200611,MD,5.22
200612,MD,1.98
200701,MD,3.03
200702,MD,2.4
200703,MD,3.62
200704,MD,4.47
200705,MD,1.37
200706,MD,2.92
200707,MD,2.47
200708,MD,3.9
200709,MD,1.3
200710,MD,4.59
200711,MD,1.77
200712,MD,4.21
200801,MD,1.65
200802,MD,3.54
200803,MD,2.95
200804,MD,4.72
200805,MD,6.86
200806,MD,4.6
200807,MD,4.21
200808,MD,2.01
200809,MD,4.89
200810,MD,1.47
200811,MD,3.33
200812,MD,4.77
200901,MD,2.49
200902,MD,0.51
200903,MD,2.33
200904,MD,4.69
200905,MD,5.93
200906,MD,5.43
200907,MD,3.07
200908,MD,5.96
200909,MD,3.72
200910,MD,5.75
200911,MD,4.47
200912,MD,6.92
201001,MD,2.77
201002,MD,3.43
201003,MD,4.99
201004,MD,1.87
201005,MD,3.11
201006,MD,2.1
201007,MD,3.79
201008,MD,4.34
201009,MD,5.24
201010,MD,4.83
201011,MD,2.14
201012,MD,2.28
201101,MD,2.38
201102,MD,2.27
201103,MD,5.04
201104,MD,4.77
201105,MD,3.2
201106,MD,2.54
201107,MD,3.29
201108,MD,8.86
201109,MD,8.03
201110,MD,3.67
201111,MD,3.42
201112,MD,3.64
201201,MD,2.27
201202,MD,2.11
201203,MD,2.14
201204,MD,2.49
201205,MD,3.69
201206,MD,2.99
201207,MD,3.68
201208,MD,4.86
201209,MD,3.62
201210,MD,7.94
201211,MD,0.75
201212,MD,3.86
201301,MD,3.45
201302,MD,2.22
201303,MD,3.25
201304,MD,3.07
201305,MD,3.2
201306,MD,7.46
201307,MD,4.77
201308,MD,4.22
201309,MD,1.53
201310,MD,5.06
201311,MD,2.73
201312,MD,5.08
201401,MD,2.65
201402,MD,4.17
201403,MD,3.75
201404,MD,4.93
201405,MD,5.18
201406,MD,3.64
201407,MD,3.87
201408,MD,3.93
201409,MD,2.64
201410,MD,3.38
201411,MD,3.09
201412,MD,3.53
201501,MD,3.79
201502,MD,2.03
201503,MD,4.26
201504,MD,3.63
201505,MD,2.46
201506,MD,9.39
201507,MD,3.93
201508,MD,2.61
201509,MD,3.86
201510,MD,3.71
201511,MD,2.62
201512,MD,4.57
201601,MD,3
201602,MD,4.04
201603,MD,1.77
201604,MD,2.13
201605,MD,5.93
201606,MD,4.17
201607,MD,4.82
201608,MD,2.78
201609,MD,6.59
201610,MD,2.22
201611,MD,1
201612,MD,3.21
201701,MD,3.14
201702,MD,1.12
201703,MD,3.73
201704,MD,3.22
201705,MD,5.85
201706,MD,2.11
201707,MD,7.76
201708,MD,5.57
201709,MD,2.01
201710,MD,3.79
201711,MD,1.96
201712,MD,0.95
201801,MD,2.4
201802,MD,4.73
201803,MD,2.78
201804,MD,3.75
201805,MD,7.61
201806,MD,5.1
201807,MD,8.2
201808,MD,4.95
201809,MD,9.14
201810,MD,4.04
201811,MD,6.95
201812,MD,4.97
201901,MD,3.26
201902,MD,3.61
201903,MD,4.07
201904,MD,3.04
201905,MD,5.19
201906,MD,4.23
201907,MD,4.91
201908,MD,3.12
201909,MD,0.71
201910,MD,5.26
201911,MD,1.7
201912,MD,3.6
202001,MD,3.04
202002,MD,3.19
202003,MD,2.92
202004,MD,4.88
202005,MD,3.06
202006,MD,3.61
202007,MD,4.37
202008,MD,8.94
202009,MD,4.02
202010,MD,4.64
202011,MD,4.76
202012,MD,5.42
202101,MD,2.07
202102,MD,4.34
202103,MD,3.42
202104,MD,2.75
202105,MD,3.4
202106,MD,3.79
202107,MD,4.34
202108,MD,5.84
202109,MD,6.09
202110,MD,3.46
202111,MD,0.98
202112,MD,1.09
202201,MD,3.84
202202,MD,2.14
202203,MD,2.84
202204,MD,3.83
202205,MD,5.64
202206,MD,3.58
202207,MD,4.82
202208,MD,3.2
202209,MD,3.29
202210,MD,3.54
202211,MD,2.92
202212,MD,4.46
202301,MD,2.14
202302,MD,2.03
202303,MD,1.85
202304,MD,3.93
202305,MD,1.84
202306,MD,3.29
202307,MD,5.12
202308,MD,2.97
202309,MD,4.45
202310,MD,1.47
202311,MD,2.57
202312,MD,6.42
200101,MA,2.2
200102,MA,2.78
200103,MA,8.75
200104,MA,1.75
200105,MA,3.06
200106,MA,5.89
200107,MA,3.29
200108,MA,3.36
200109,MA,3.54
200110,MA,1.1
200111,MA,1.22
200112,MA,3.04
200201,MA,2.63
200202,MA,2.25
200203,MA,4.24
200204,MA,3.77
200205,MA,5.43
200206,MA,4.59
200207,MA,1.98
200208,MA,2.85
200209,MA,4.19
200210,MA,4.16
200211,MA,5.88
200212,MA,5.26
200301,MA,2.83
200302,MA,4.05
200303,MA,4.42
200304,MA,4.09
200305,MA,4.17
200306,MA,5.52
200307,MA,2.67
200308,MA,5.75
200309,MA,5.34
200310,MA,5.7
200311,MA,3.03
200312,MA,5.72
200401,MA,1.52
200402,MA,1.77
200403,MA,2.47
200404,MA,7.32
200405,MA,3.8
200406,MA,2.21
200407,MA,3.94
200408,MA,5.6
200409,MA,7.42
200410,MA,2.19
200411,MA,3.78
200412,MA,4.48
200501,MA,5.02
200502,MA,2.74
200503,MA,4.97
200504,MA,4.86
200505,MA,4.62
200506,MA,2.46
200507,MA,3.38
200508,MA,3.21
200509,MA,2.74
200510,MA,14.03
200511,MA,5.08
200512,MA,3.9
200601,MA,5.61
200602,MA,2.41
200603,MA,0.66
200604,MA,2.95
200605,MA,8.37
200606,MA,9.49
200607,MA,3.41
200608,MA,4.34
200609,MA,2.84
200610,MA,5.75
200611,MA,5.54
200612,MA,2.33
200701,MA,3.35
200702,MA,2.15
200703,MA,5.16
200704,MA,7.6
200705,MA,3.29
200706,MA,3.07
200707,MA,4.59
200708,MA,1.43
200709,MA,2.54
200710,MA,3.61
200711,MA,3.63
200712,MA,5.07
200801,MA,2.57
200802,MA,8.5
200803,MA,5.52
200804,MA,3.91
200805,MA,2.21
200806,MA,4.46
200807,MA,6.81
200808,MA,3.76
200809,MA,8.24
200810,MA,2.84
200811,MA,3.81
200812,MA,7.07
200901,MA,3.8
200902,MA,1.79
200903,MA,3.02
200904,MA,4.16
200905,MA,3.83
200906,MA,5.6
200907,MA,8.58
200908,MA,4.72
200909,MA,2.11
200910,MA,5.98
200911,MA,3.25
200912,MA,4.87
201001,MA,3.35
201002,MA,4.45
201003,MA,10.53
201004,MA,1.6
201005,MA,2.74
201006,MA,3.35
201007,MA,2.95
201008,MA,3.86
201009,MA,2.43
201010,MA,6.49
201011,MA,3.82
201012,MA,4.06
201101,MA,3.55
201102,MA,4.18
201103,MA,3.89
201104,MA,5.36
201105,MA,3.67
201106,MA,5.45
201107,MA,2.51
201108,MA,9.49
201109,MA,7.26
201110,MA,7.26
201111,MA,3.76
201112,MA,4.45
201201,MA,3.22
201202,MA,1.08
201203,MA,1.66
201204,MA,2.9
201205,MA,4.79
201206,MA,4.07
201207,MA,2.67
201208,MA,4.8
201209,MA,5.34
201210,MA,4.66
201211,MA,1.14
201212,MA,5.45
201301,MA,1.92
201302,MA,4.25
201303,MA,3.11
201304,MA,2.21
201305,MA,5.14
201306,MA,9.59
201307,MA,3.86
201308,MA,3.62
201309,MA,3.45
201310,MA,1.48
201311,MA,3.69
201312,MA,4.07
201401,MA,3.43
201402,MA,4.18
201403,MA,4.51
201404,MA,3.87
201405,MA,3.75
201406,MA,2.81
201407,MA,6.52
201408,MA,3.07
201409,MA,1.43
201410,MA,6.21
201411,MA,4.71
201412,MA,5.61
201501,MA,4.03
201502,MA,2.99
201503,MA,2.84
201504,MA,2.55
201505,MA,0.96
201506,MA,6.57
201507,MA,3.15
201508,MA,2.95
201509,MA,4.19
201510,MA,3.86
201511,MA,2.48
201512,MA,4.82
201601,MA,2.48
201602,MA,4.69
201603,MA,3.04
201604,MA,2.94
201605,MA,2.98
201606,MA,1.77
201607,MA,2.27
201608,MA,3.18
201609,MA,2.36
201610,MA,4.91
201611,MA,2.58
201612,MA,3.63
201701,MA,4.03
201702,MA,2.68
201703,MA,3.21
201704,MA,5.51
201705,MA,5.78
201706,MA,4.45
201707,MA,3.47
201708,MA,2.89
201709,MA,3.42
201710,MA,6.94
201711,MA,1.82
201712,MA,2.62
201801,MA,4.5
201802,MA,4.88
201803,MA,4.45
201804,MA,4.99
201805,MA,2.05
201806,MA,4.05
201807,MA,4.65
201808,MA,6.24
201809,MA,7.6
201810,MA,4.92
201811,MA,8.77
201812,MA,3.93
201901,MA,5.3
201902,MA,3.21
201903,MA,2.51
201904,MA,6.76
201905,MA,3.7
201906,MA,4.35
201907,MA,4.56
201908,MA,3.83
201909,MA,1.89
201910,MA,6.28
201911,MA,3.32
201912,MA,7.03
202001,MA,1.83
202002,MA,3.31
202003,MA,3.72
202004,MA,5.36
202005,MA,2.5
202006,MA,2.53
202007,MA,2.93
202008,MA,2.7
202009,MA,2.18
202010,MA,5.17
202011,MA,3.8
202012,MA,6.37
202101,MA,2.27
202102,MA,3.21
202103,MA,2.19
202104,MA,4.34
202105,MA,5.14
202106,MA,2.49
202107,MA,10.41
202108,MA,5.17
202109,MA,7.48
202110,MA,6.76
202111,MA,2.29
202112,MA,3.07
202201,MA,2.85
202202,MA,4.97
202203,MA,3.01
202204,MA,4.1
202205,MA,2.23
202206,MA,2.74
202207,MA,2.15
202208,MA,2.56
202209,MA,5.66
202210,MA,4.66
202211,MA,3.22
202212,MA,5.39
202301,MA,6.78
202302,MA,1.61
202303,MA,4.19
202304,MA,3.67
202305,MA,3.17
202306,MA,4.65
202307,MA,9.11
202308,MA,5.45
202309,MA,6.98
202310,MA,3.27
202311,MA,1.97
202312,MA,6.83
200101,MI,1.23
200102,MI,2.63
200103,MI,0.71
200104,MI,3.12
200105,MI,4.71
200106,MI,3.24
200107,MI,2.02
200108,MI,3.38
200109,MI,4.25
200110,MI,5.47
200111,MI,2.44
200112,MI,1.97
200201,MI,1.12
200202,MI,2.13
200203,MI,2.59
200204,MI,3.57
200205,MI,3.83
200206,MI,3.01
200207,MI,3.22
200208,MI,3.51
200209,MI,2.13
200210,MI,3.07
200211,MI,1.58
200212,MI,1.14
200301,MI,0.86
200302,MI,1.06
200303,MI,1.97
200304,MI,2.79
200305,MI,3.99
200306,MI,2.21
200307,MI,3.34
200308,MI,2.69
200309,MI,3.33
200310,MI,2.31
200311,MI,4.6
200312,MI,1.93
200401,MI,2.03
200402,MI,1.2
200403,MI,3.17
200404,MI,2.06
200405,MI,6.64
200406,MI,3.27
200407,MI,3.3
200408,MI,3.17
200409,MI,1.07
200410,MI,3.73
200411,MI,2.79
200412,MI,2.92
200501,MI,2.93
200502,MI,1.78
200503,MI,1.2
200504,MI,1.36
200505,MI,2.05
200506,MI,2.87
200507,MI,3.69
200508,MI,2.59
200509,MI,3.58
200510,MI,1.73
200511,MI,4.15
200512,MI,1.96
200601,MI,3
200602,MI,1.8
200603,MI,2.21
200604,MI,2.1
200605,MI,4.63
200606,MI,2.42
200607,MI,3.82
200608,MI,3.13
200609,MI,3.35
200610,MI,4.2
200611,MI,2.34
200612,MI,2.85
200701,MI,2.19
200702,MI,0.96
200703,MI,2.51
200704,MI,3
200705,MI,2.31
200706,MI,2.67
200707,MI,2.04
200708,MI,4.11
200709,MI,2.84
200710,MI,3.8
200711,MI,1.61
200712,MI,2.62
200801,MI,3.19
200802,MI,2.56
200803,MI,1.5
200804,MI,3.32
200805,MI,2.38
200806,MI,4.69
200807,MI,3.73
200808,MI,1.67
200809,MI,5.22
200810,MI,2.14
200811,MI,2.22
200812,MI,4.23
200901,MI,1.32
200902,MI,2.4
200903,MI,2.32
200904,MI,3.94
200905,MI,2.95
200906,MI,3.53
200907,MI,2.3
200908,MI,4.62
200909,MI,1.81
200910,MI,5.25
200911,MI,1.09
200912,MI,2.34
201001,MI,0.95
201002,MI,1.04
201003,MI,0.73
201004,MI,2.09
201005,MI,3.52
201006,MI,5.89
201007,MI,4.16
201008,MI,2.37
201009,MI,4.88
201010,MI,2.01
201011,MI,2.15
201012,MI,1.43
201101,MI,1.43
201102,MI,1.53
201103,MI,2.21
201104,MI,5.44
201105,MI,4.26
201106,MI,3.65
201107,MI,2.99
201108,MI,3.16
201109,MI,3.72
201110,MI,3.37
201111,MI,3.19
201112,MI,1.87
201201,MI,2.22
201202,MI,1.31
201203,MI,2.59
201204,MI,1.89
201205,MI,3
201206,MI,3
201207,MI,3.59
201208,MI,2.73
201209,MI,2.57
201210,MI,4.66
201211,MI,0.99
201212,MI,2.45
201301,MI,3.3
201302,MI,2.28
201303,MI,1.36
201304,MI,5.72
201305,MI,3.59
201306,MI,3.68
201307,MI,3.54
201308,MI,3
201309,MI,1.92
201310,MI,3.82
201311,MI,3.83
201312,MI,2.19
201401,MI,2.21
201402,MI,1.58
201403,MI,1.39
201404,MI,3.82
201405,MI,3.53
201406,MI,3.82
201407,MI,3.46
201408,MI,3.56
201409,MI,3.92
201410,MI,4.09
201411,MI,3.51
201412,MI,1.77
201501,MI,1.28
201502,MI,0.97
201503,MI,0.87
201504,MI,2.46
201505,MI,4.14
201506,MI,4.06
201507,MI,2.49
201508,MI,3.31
201509,MI,2.91
201510,MI,2.46
201511,MI,3.06
201512,MI,3.73
201601,MI,1.73
201602,MI,1.87
201603,MI,3.65
201604,MI,2.8
201605,MI,2.63
201606,MI,2.46
201607,MI,3.92
201608,MI,5.04
201609,MI,3.96
201610,MI,3.46
201611,MI,2.04
201612,MI,2.3
201701,MI,2.78
201702,MI,2.02
201703,MI,2.94
201704,MI,4.39
201705,MI,3.36
201706,MI,4.72
201707,MI,2.74
201708,MI,3.5
201709,MI,1.57
201710,MI,6.63
201711,MI,2.74
201712,MI,1.88
201801,MI,1.74
201802,MI,2.96
201803,MI,1.13
201804,MI,3
201805,MI,4.26
201806,MI,2.95
201807,MI,2.62
201808,MI,4.47
201809,MI,3.54
201810,MI,5.14
201811,MI,2.53
201812,MI,1.83
201901,MI,2.29
201902,MI,2.93
201903,MI,1.81
201904,MI,3.65
201905,MI,4.73
201906,MI,4.13
201907,MI,2.99
201908,MI,2.46
201909,MI,5.19
201910,MI,5.54
201911,MI,2.69
201912,MI,3.42
202001,MI,2.84
202002,MI,1.03
202003,MI,2.83
202004,MI,3.01
202005,MI,4.06
202006,MI,3.09
202007,MI,3.93
202008,MI,3.83
202009,MI,3.08
202010,MI,3.75
202011,MI,2.17
202012,MI,1.69
202101,MI,1.05
202102,MI,1.28
202103,MI,1.6
202104,MI,2.08
202105,MI,2.03
202106,MI,4.93
202107,MI,4.14
202108,MI,3.94
202109,MI,3.64
202110,MI,3.89
202111,MI,1.76
202112,MI,2.54
202201,MI,0.95
202202,MI,2.02
202203,MI,3.38
202204,MI,3.52
202205,MI,3.25
202206,MI,2.64
202207,MI,2.96
202208,MI,4.09
202209,MI,2.46
202210,MI,2.92
202211,MI,2.45
202212,MI,1.98
202301,MI,2.27
202302,MI,2.69
202303,MI,2.81
202304,MI,3.99
202305,MI,1.76
202306,MI,2
202307,MI,4.9
202308,MI,3.81
202309,MI,1.67
202310,MI,3.9
202311,MI,1.73
202312,MI,1.9
200101,MN,0.83
200102,MN,1.3
200103,MN,0.55
200104,MN,5.3
200105,MN,4.06
200106,MN,3.89
200107,MN,3.37
200108,MN,3.01
200109,MN,2.3
200110,MN,2.04
200111,MN,2.07
200112,MN,0.56
200201,MN,0.23
200202,MN,0.58
200203,MN,1.24
200204,MN,2.24
200205,MN,2.28
200206,MN,6.14
200207,MN,4.94
200208,MN,5.28
200209,MN,2.35
200210,MN,2.63
200211,MN,0.26
200212,MN,0.42
200301,MN,0.23
200302,MN,0.44
200303,MN,0.89
200304,MN,2.05
200305,MN,3.57
200306,MN,4.73
200307,MN,3.19
200308,MN,1.41
200309,MN,2.9
200310,MN,1.14
200311,MN,0.96
200312,MN,0.69
200401,MN,0.76
200402,MN,0.82
200403,MN,1.55
200404,MN,1.37
200405,MN,5.63
200406,MN,2.76
200407,MN,4.19
200408,MN,2.88
200409,MN,5.52
200410,MN,2.88
200411,MN,0.63
200412,MN,0.88
200501,MN,1.39
200502,MN,0.75
200503,MN,0.78
200504,MN,1.91
200505,MN,4.06
200506,MN,5.61
200507,MN,2.59
200508,MN,3.42
200509,MN,4.46
200510,MN,2.96
200511,MN,2.57
200512,MN,1.1
200601,MN,0.5
200602,MN,0.54
200603,MN,1.69
200604,MN,2.64
200605,MN,2.64
200606,MN,2.65
200607,MN,2
200608,MN,3.62
200609,MN,3.16
200610,MN,1.19
200611,MN,0.86
200612,MN,1.29
200701,MN,0.44
200702,MN,1.08
200703,MN,2.17
200704,MN,2.39
200705,MN,3.04
200706,MN,3.58
