Date,state,average temperature (F)
202302,LA,58.4
202303,LA,63.6
202304,LA,66.1
202305,LA,74.9
202306,LA,82
202307,LA,84.9
202308,LA,87.9
202309,LA,80.7
202310,LA,69.7
202311,LA,58.2
202312,LA,53.2
200101,ME,14
200102,ME,16
200103,ME,24.2
200104,ME,38.1
200105,ME,54.4
200106,ME,63
200107,ME,64.2
200108,ME,67
200109,ME,57.7
200110,ME,47.1
200111,ME,37.4
200112,ME,28.7
200201,ME,21
200202,ME,20.4
200203,ME,26.9
200204,ME,39.9
200205,ME,48.8
200206,ME,58.3
200207,ME,65.6
200208,ME,66.7
200209,ME,59.3
200210,ME,41.7
200211,ME,30.7
200212,ME,21.1
200301,ME,9.2
200302,ME,12.2
200303,ME,24.2
200304,ME,35.7
200305,ME,49.6
200306,ME,61.2
200307,ME,65.9
200308,ME,66
200309,ME,58.4
200310,ME,44.6
200311,ME,35.4
200312,ME,23
200401,ME,6.4
200402,ME,18
200403,ME,28.7
200404,ME,39.6
200405,ME,51.9
200406,ME,57.5
200407,ME,64.6
200408,ME,64.6
200409,ME,56.2
200410,ME,45.5
200411,ME,33.2
200412,ME,19.1
200501,ME,11.5
200502,ME,19.6
200503,ME,25
200504,ME,41.1
200505,ME,47.2
200506,ME,63.2
200507,ME,66.6
200508,ME,65.5
200509,ME,58.5
200510,ME,47.2
200511,ME,35.3
200512,ME,21.3
200601,ME,22.6
200602,ME,19
200603,ME,29
200604,ME,42.3
200605,ME,53.2
200606,ME,63.3
200607,ME,68.9
200608,ME,61.7
200609,ME,56.1
200610,ME,44.9
200611,ME,38.9
200612,ME,27.8
200701,ME,17.3
200702,ME,11.6
200703,ME,25.8
200704,ME,37
200705,ME,51.2
200706,ME,61.1
200707,ME,64.6
200708,ME,63.5
200709,ME,57.2
200710,ME,49.6
200711,ME,31.7
200712,ME,18
200801,ME,18.6
200802,ME,18.5
200803,ME,23.1
200804,ME,41.5
200805,ME,50
200806,ME,61.2
200807,ME,67.7
200808,ME,63.1
200809,ME,56.2
200810,ME,44.2
200811,ME,35
200812,ME,20.2
200901,ME,7.9
200902,ME,18.9
200903,ME,26.2
200904,ME,41.9
200905,ME,51.1
200906,ME,58.7
200907,ME,63
200908,ME,66.1
200909,ME,54.9
200910,ME,41.2
200911,ME,38.5
200912,ME,21.9
201001,ME,20.3
201002,ME,24.6
201003,ME,34.6
201004,ME,44.9
201005,ME,54.6
201006,ME,60.8
201007,ME,69.2
201008,ME,65.2
201009,ME,58.3
201010,ME,45.2
201011,ME,34.5
201012,ME,23.4
201101,ME,15.9
201102,ME,16.2
201103,ME,26.8
201104,ME,39
201105,ME,51.9
201106,ME,60.2
201107,ME,67.6
201108,ME,64.8
201109,ME,59
201110,ME,47.6
201111,ME,38.8
201112,ME,26
201201,ME,18.2
201202,ME,21.4
201203,ME,34.3
201204,ME,42.2
201205,ME,53.8
201206,ME,60.2
201207,ME,67.6
201208,ME,67.4
201209,ME,55.9
201210,ME,48.2
201211,ME,32.7
201212,ME,24.4
201301,ME,15.8
201302,ME,20
201303,ME,30.3
201304,ME,39.1
201305,ME,52.3
201306,ME,60.8
201307,ME,68.3
201308,ME,63.7
201309,ME,56.7
201310,ME,47.3
201311,ME,32.3
201312,ME,17
201401,ME,14.2
201402,ME,15.7
201403,ME,18.1
201404,ME,38.7
201405,ME,51.7
201406,ME,61.6
201407,ME,67.2
201408,ME,64.4
201409,ME,56.4
201410,ME,48.5
201411,ME,31.8
201412,ME,26
201501,ME,11.7
201502,ME,5.2
201503,ME,21.6
201504,ME,37.8
201505,ME,55.7
201506,ME,57.5
201507,ME,64.8
201508,ME,67.2
201509,ME,61.8
201510,ME,43.2
201511,ME,37
201512,ME,31.2
201601,ME,20.1
201602,ME,21.9
201603,ME,29.2
201604,ME,37.3
201605,ME,52.8
201606,ME,60.5
201607,ME,67
201608,ME,66.6
201609,ME,59.1
201610,ME,46.9
201611,ME,37.2
201612,ME,20.5
201701,ME,21.5
201702,ME,20.6
201703,ME,22.2
201704,ME,42
201705,ME,50.7
201706,ME,61
201707,ME,65.2
201708,ME,63.3
201709,ME,61.1
201710,ME,52
201711,ME,32.4
201712,ME,16.4
201801,ME,15
201802,ME,22.7
201803,ME,28.9
201804,ME,36.5
201805,ME,53.5
201806,ME,59
201807,ME,68.8
201808,ME,68
201809,ME,57.9
201810,ME,41.9
201811,ME,28.6
201812,ME,20.4
201901,ME,14.1
201902,ME,16.3
201903,ME,24.7
201904,ME,38.8
201905,ME,48.1
201906,ME,59.5
201907,ME,68.3
201908,ME,64.5
201909,ME,55.3
201910,ME,46.1
201911,ME,29.6
201912,ME,22.8
202001,ME,20.8
202002,ME,20.1
202003,ME,29.6
202004,ME,37.7
202005,ME,51.2
202006,ME,62.5
202007,ME,68.9
202008,ME,65.6
202009,ME,56.8
202010,ME,44.7
202011,ME,37
202012,ME,27.2
202101,ME,21.4
202102,ME,18.5
202103,ME,29.4
202104,ME,43.2
202105,ME,52.4
202106,ME,64.9
202107,ME,63.7
202108,ME,68.2
202109,ME,59
202110,ME,50.2
202111,ME,35.3
202112,ME,24.5
202201,ME,10.8
202202,ME,19.2
202203,ME,29
202204,ME,40.6
202205,ME,54.4
202206,ME,60.1
202207,ME,67.8
202208,ME,67.3
202209,ME,57.2
202210,ME,49.2
202211,ME,37.4
202212,ME,27.6
202301,ME,24.1
202302,ME,18.2
202303,ME,30.2
202304,ME,41.7
202305,ME,51.3
202306,ME,59.9
202307,ME,69.9
202308,ME,63.4
202309,ME,60.9
202310,ME,51.6
202311,ME,31.7
202312,ME,28.9
200101,MD,32.2
200102,MD,38
200103,MD,40.4
200104,MD,54.5
200105,MD,62.6
200106,MD,72.4
200107,MD,72.3
200108,MD,76
200109,MD,65.6
200110,MD,56.5
200111,MD,50.8
200112,MD,42.6
200201,MD,39
200202,MD,39.8
200203,MD,45.4
200204,MD,56.6
200205,MD,62
200206,MD,73
200207,MD,77.6
200208,MD,77.2
200209,MD,69.4
200210,MD,56.3
200211,MD,44.7
200212,MD,34.3
200301,MD,28.6
200302,MD,31
200303,MD,44.4
200304,MD,52.6
200305,MD,59.7
200306,MD,69.5
200307,MD,75.5
200308,MD,76.1
200309,MD,67.8
200310,MD,54.7
200311,MD,50.6
200312,MD,36.5
200401,MD,28.1
200402,MD,34.5
200403,MD,45.6
200404,MD,54.3
200405,MD,69.3
200406,MD,70.8
200407,MD,75.5
200408,MD,73.5
200409,MD,68.7
200410,MD,55.7
200411,MD,48.3
200412,MD,37.7
200501,MD,33.9
200502,MD,36.5
200503,MD,39.7
200504,MD,54.7
200505,MD,58.7
200506,MD,72.8
200507,MD,77.6
200508,MD,77
200509,MD,71.1
200510,MD,57.8
200511,MD,48.5
200512,MD,33.7
200601,MD,41.1
200602,MD,36.1
200603,MD,44.3
200604,MD,56.3
200605,MD,62.1
200606,MD,71.6
200607,MD,77.6
200608,MD,76.9
200609,MD,65.3
200610,MD,55
200611,MD,49.1
200612,MD,42.8
200701,MD,38.5
200702,MD,28.3
200703,MD,44.9
200704,MD,51.1
200705,MD,64.6
200706,MD,72.6
200707,MD,75.4
200708,MD,76.3
200709,MD,69.6
200710,MD,63.3
200711,MD,45.6
200712,MD,38.1
200801,MD,35.7
200802,MD,37.2
200803,MD,44.8
200804,MD,55.6
200805,MD,60.4
200806,MD,74.3
200807,MD,76.2
200808,MD,72.6
200809,MD,68.8
200810,MD,55.2
200811,MD,44.4
200812,MD,38.6
200901,MD,29.3
200902,MD,37.2
200903,MD,43.1
200904,MD,54.8
200905,MD,63.4
200906,MD,71
200907,MD,73.5
200908,MD,76.2
200909,MD,66.4
200910,MD,55.4
200911,MD,49.6
200912,MD,35.4
201001,MD,32.2
201002,MD,30.8
201003,MD,47.4
201004,MD,57.5
201005,MD,65.7
201006,MD,76.2
201007,MD,79.1
201008,MD,76.4
201009,MD,70.2
201010,MD,57.8
201011,MD,46.1
201012,MD,30.8
201101,MD,29.6
201102,MD,37.6
201103,MD,43.7
201104,MD,56.7
201105,MD,65.8
201106,MD,74
201107,MD,79.6
201108,MD,75.1
201109,MD,69
201110,MD,55.9
201111,MD,49.5
201112,MD,41.8
201201,MD,37.4
201202,MD,40.5
201203,MD,52.7
201204,MD,54.2
201205,MD,67.7
201206,MD,71.7
201207,MD,79.8
201208,MD,75.8
201209,MD,67.8
201210,MD,57.5
201211,MD,42.6
201212,MD,42.2
201301,MD,36.3
201302,MD,34.5
201303,MD,39.7
201304,MD,54.4
201305,MD,62.8
201306,MD,72.7
201307,MD,77.8
201308,MD,72.4
201309,MD,66
201310,MD,58.1
201311,MD,43.3
201312,MD,38.6
201401,MD,27.7
201402,MD,32.8
201403,MD,38.2
201404,MD,52.7
201405,MD,64.2
201406,MD,72.3
201407,MD,74.7
201408,MD,71.7
201409,MD,68
201410,MD,58.2
201411,MD,42.7
201412,MD,39.6
201501,MD,30.7
201502,MD,25.3
201503,MD,39.4
201504,MD,54
201505,MD,67.6
201506,MD,73
201507,MD,75.9
201508,MD,73.9
201509,MD,70.8
201510,MD,55.6
201511,MD,50.5
201512,MD,48.6
201601,MD,32.1
201602,MD,36.9
201603,MD,49.4
201604,MD,53.1
201605,MD,60.9
201606,MD,72.2
201607,MD,78.4
201608,MD,78
201609,MD,71.5
201610,MD,59.4
201611,MD,47.7
201612,MD,38
201701,MD,38.3
201702,MD,43.7
201703,MD,43.1
201704,MD,59.5
201705,MD,62.2
201706,MD,72.6
201707,MD,77.4
201708,MD,72.8
201709,MD,68.3
201710,MD,61.2
201711,MD,45.8
201712,MD,35.3
201801,MD,31
201802,MD,41.6
201803,MD,39.3
201804,MD,50.7
201805,MD,68.8
201806,MD,72.1
201807,MD,76.2
201808,MD,77.1
201809,MD,72.7
201810,MD,59
201811,MD,43.4
201812,MD,39.2
201901,MD,34
201902,MD,37.6
201903,MD,42.1
201904,MD,57.8
201905,MD,67.3
201906,MD,72.5
201907,MD,78.6
201908,MD,75.6
201909,MD,71.4
201910,MD,60.3
201911,MD,42.6
201912,MD,38.9
202001,MD,39.1
202002,MD,41
202003,MD,49.3
202004,MD,51.6
202005,MD,60.5
202006,MD,72.7
202007,MD,80.1
202008,MD,76.6
202009,MD,67.3
202010,MD,59
202011,MD,50.9
202012,MD,38.3
202101,MD,35.4
202102,MD,34.2
202103,MD,47.2
202104,MD,55
202105,MD,62.2
202106,MD,73.1
202107,MD,77.2
202108,MD,77.1
202109,MD,69.6
202110,MD,62.9
202111,MD,44.4
202112,MD,43.8
202201,MD,30.9
202202,MD,38.4
202203,MD,46.7
202204,MD,53.1
202205,MD,64.6
202206,MD,72.1
202207,MD,77.7
202208,MD,76.7
202209,MD,68.5
202210,MD,54.6
202211,MD,48.8
202212,MD,36.5
202301,MD,42.1
202302,MD,42.8
202303,MD,45.1
202304,MD,58
202305,MD,60.9
202306,MD,69.2
202307,MD,78.1
202308,MD,75
202309,MD,69.3
202310,MD,59.4
202311,MD,45.2
202312,MD,42.5
200101,MA,24.6
200102,MA,27.8
200103,MA,32.5
200104,MA,45.9
200105,MA,57.8
200106,MA,67.5
200107,MA,67.2
200108,MA,71.7
200109,MA,61.9
200110,MA,51.9
200111,MA,44.4
200112,MA,35.9
200201,MA,32.4
200202,MA,32.4
200203,MA,37.1
200204,MA,48.5
200205,MA,54.6
200206,MA,64
200207,MA,71.4
200208,MA,71.4
200209,MA,64.4
200210,MA,48.4
200211,MA,39
200212,MA,28.5
200301,MA,19
200302,MA,22.8
200303,MA,34.5
200304,MA,42.9
200305,MA,54.2
200306,MA,64
200307,MA,71
200308,MA,71.5
200309,MA,62.6
200310,MA,48.6
200311,MA,42.8
200312,MA,31.4
200401,MA,17.3
200402,MA,27.4
200403,MA,36.6
200404,MA,46.9
200405,MA,58.5
200406,MA,63.7
200407,MA,69
200408,MA,69
200409,MA,62.4
200410,MA,50
200411,MA,40.6
200412,MA,30
200501,MA,23
200502,MA,28.2
200503,MA,31.2
200504,MA,48
200505,MA,51.5
200506,MA,68.2
200507,MA,71.4
200508,MA,72.1
200509,MA,64.8
200510,MA,52.1
200511,MA,42.2
200512,MA,28
200601,MA,32.9
200602,MA,28.2
200603,MA,35.4
200604,MA,47.7
200605,MA,56.1
200606,MA,66.4
200607,MA,73.3
200608,MA,68.3
200609,MA,60.3
200610,MA,50
200611,MA,45.8
200612,MA,37
200701,MA,29.9
200702,MA,22.4
200703,MA,34
200704,MA,43.3
200705,MA,58.4
200706,MA,65.6
200707,MA,70.1
200708,MA,69.4
200709,MA,63.3
200710,MA,56
200711,MA,38.7
200712,MA,28.4
200801,MA,28.2
200802,MA,28.6
200803,MA,34.6
200804,MA,47.9
200805,MA,54.2
200806,MA,67.4
200807,MA,72.4
200808,MA,67.2
200809,MA,62.4
200810,MA,49.1
200811,MA,39.9
200812,MA,31.4
200901,MA,19.8
200902,MA,28.6
200903,MA,35.3
200904,MA,48.3
200905,MA,57
200906,MA,62.8
200907,MA,67.6
200908,MA,71
200909,MA,59.8
200910,MA,48.4
200911,MA,45.3
200912,MA,29
201001,MA,25.9
201002,MA,29.3
201003,MA,41.4
201004,MA,50.6
201005,MA,60.3
201006,MA,67.6
201007,MA,74.1
201008,MA,70.1
201009,MA,64.6
201010,MA,51.5
201011,MA,41
201012,MA,27.8
201101,MA,22.4
201102,MA,25.5
201103,MA,35.4
201104,MA,47.7
201105,MA,58.5
201106,MA,65.2
201107,MA,72.8
201108,MA,69.8
201109,MA,64.9
201110,MA,52.6
201111,MA,45.4
201112,MA,35.8
201201,MA,30.4
201202,MA,33.6
201203,MA,44.1
201204,MA,48.7
201205,MA,60.4
201206,MA,65
201207,MA,73
201208,MA,71.5
201209,MA,61.9
201210,MA,53.5
201211,MA,39.2
201212,MA,34.7
201301,MA,27.5
201302,MA,28.4
201303,MA,34.9
201304,MA,46.3
201305,MA,57.7
201306,MA,67
201307,MA,75
201308,MA,68
201309,MA,60.8
201310,MA,51.8
201311,MA,38.8
201312,MA,29.4
201401,MA,23
201402,MA,24.1
201403,MA,29.1
201404,MA,45.9
201405,MA,57.2
201406,MA,65.9
201407,MA,71.2
201408,MA,67.2
201409,MA,62.3
201410,MA,53.3
201411,MA,38.8
201412,MA,34.7
201501,MA,21.8
201502,MA,14.6
201503,MA,29.3
201504,MA,45.5
201505,MA,61.8
201506,MA,63.6
201507,MA,71
201508,MA,71.1
201509,MA,66.2
201510,MA,50.1
201511,MA,44.7
201512,MA,41.8
201601,MA,28.5
201602,MA,30.9
201603,MA,41
201604,MA,45
201605,MA,57.2
201606,MA,66.1
201607,MA,72.6
201608,MA,72.5
201609,MA,64.6
201610,MA,52.2
201611,MA,42.2
201612,MA,31
201701,MA,31.5
201702,MA,33
201703,MA,31.5
201704,MA,50.2
201705,MA,55.2
201706,MA,66
201707,MA,70
201708,MA,68
201709,MA,65.1
201710,MA,57.5
201711,MA,40.3
201712,MA,26.6
201801,MA,24.5
201802,MA,34.3
201803,MA,34.8
201804,MA,42.3
201805,MA,60.8
201806,MA,64.8
201807,MA,73.3
201808,MA,73.5
201809,MA,65.2
201810,MA,50.3
201811,MA,37.8
201812,MA,32.1
201901,MA,25.9
201902,MA,28.5
201903,MA,33.7
201904,MA,47.7
201905,MA,55.3
201906,MA,65.5
201907,MA,73.8
201908,MA,69.8
201909,MA,62
201910,MA,52.4
201911,MA,37.4
201912,MA,30.5
202001,MA,32
202002,MA,32.4
202003,MA,40.2
202004,MA,43.1
202005,MA,56.2
202006,MA,67.6
202007,MA,74.6
202008,MA,71.7
202009,MA,62.8
202010,MA,52.4
202011,MA,44.7
202012,MA,33.1
202101,MA,28.8
202102,MA,27.6
202103,MA,38.3
202104,MA,47.8
202105,MA,57.6
202106,MA,69.2
202107,MA,69.8
202108,MA,72.7
202109,MA,64.8
202110,MA,56.3
202111,MA,40.8
202112,MA,36
202201,MA,23.5
202202,MA,29.9
202203,MA,38.1
202204,MA,47
202205,MA,59.8
202206,MA,65.6
202207,MA,73.3
202208,MA,73.9
202209,MA,62.4
202210,MA,52.4
202211,MA,44.6
202212,MA,33.1
202301,MA,35.3
202302,MA,32.2
202303,MA,37.6
202304,MA,49.8
202305,MA,56.3
202306,MA,64.5
202307,MA,73.9
202308,MA,68.5
202309,MA,64.6
202310,MA,56
202311,MA,38.7
202312,MA,37.8
200101,MI,23.4
200102,MI,22.1
200103,MI,29.4
200104,MI,46.1
200105,MI,57.2
200106,MI,64.4
200107,MI,68.4
200108,MI,69.6
200109,MI,57.7
200110,MI,47.8
200111,MI,43.6
200112,MI,31.9
200201,MI,27.5
200202,MI,27.4
200203,MI,27.4
200204,MI,43.4
200205,MI,49.7
200206,MI,65.6
200207,MI,72.4
200208,MI,68
200209,MI,63.3
200210,MI,44.5
200211,MI,33.7
200212,MI,26
200301,MI,16.7
200302,MI,16.3
200303,MI,29.3
200304,MI,41.4
200305,MI,52.8
200306,MI,62.1
200307,MI,67.8
200308,MI,68.8
200309,MI,59.5
200310,MI,46.6
200311,MI,37.7
200312,MI,28.6
200401,MI,14.3
200402,MI,22.6
200403,MI,34.5
200404,MI,44.2
200405,MI,53.8
200406,MI,62
200407,MI,66.4
200408,MI,63.2
200409,MI,63.3
200410,MI,49
200411,MI,38.2
200412,MI,23.5
200501,MI,18
200502,MI,25.2
200503,MI,27.3
200504,MI,46.4
200505,MI,52
200506,MI,69.4
200507,MI,70.4
200508,MI,68.9
200509,MI,63.7
200510,MI,50.6
200511,MI,37.5
200512,MI,23.1
200601,MI,29.9
200602,MI,22.5
200603,MI,32.4
200604,MI,47.5
200605,MI,56.1
200606,MI,64.3
200607,MI,71.4
200608,MI,67.7
200609,MI,57.3
200610,MI,44.7
200611,MI,38.9
200612,MI,31.5
200701,MI,24.1
200702,MI,15.2
200703,MI,34.8
200704,MI,41.8
200705,MI,57.8
200706,MI,67.1
200707,MI,68
200708,MI,68.8
200709,MI,61.8
200710,MI,54.4
200711,MI,35.2
200712,MI,24.1
200801,MI,22.8
200802,MI,18.2
200803,MI,27
200804,MI,45.7
200805,MI,51.2
200806,MI,64.8
200807,MI,68.3
200808,MI,66.5
200809,MI,60.6
200810,MI,46.8
200811,MI,35.7
200812,MI,20.8
200901,MI,12.6
200902,MI,22.9
200903,MI,31.6
200904,MI,43.1
200905,MI,53.7
200906,MI,62.5
200907,MI,63.5
200908,MI,65.4
200909,MI,60.8
200910,MI,44.6
200911,MI,41
200912,MI,23.6
201001,MI,21.3
201002,MI,23.1
201003,MI,37.6
201004,MI,49
201005,MI,58.3
201006,MI,64.9
201007,MI,71.4
201008,MI,70.7
201009,MI,58.1
201010,MI,49.9
201011,MI,37.8
201012,MI,22.8
201101,MI,16.9
201102,MI,21.3
201103,MI,28.8
201104,MI,42
201105,MI,55
201106,MI,64.2
201107,MI,72.7
201108,MI,68.3
201109,MI,58.7
201110,MI,49.7
201111,MI,39.9
201112,MI,29.9
201201,MI,25.1
201202,MI,28.4
201203,MI,44.7
201204,MI,43.9
201205,MI,59
201206,MI,66.5
201207,MI,73.5
201208,MI,67.5
201209,MI,58.4
201210,MI,47.5
201211,MI,36.2
201212,MI,30.4
201301,MI,23
201302,MI,20.9
201303,MI,27.8
201304,MI,39.5
201305,MI,56.5
201306,MI,63.8
201307,MI,68.8
201308,MI,66.6
201309,MI,59.5
201310,MI,48.8
201311,MI,34.2
201312,MI,19.3
201401,MI,12.3
201402,MI,12.7
201403,MI,21
201404,MI,41.2
201405,MI,54.6
201406,MI,65.2
201407,MI,64.8
201408,MI,66
201409,MI,58.8
201410,MI,47.5
201411,MI,30.3
201412,MI,28.2
201501,MI,16.6
201502,MI,8
201503,MI,28.6
201504,MI,43.2
201505,MI,57.2
201506,MI,62.5
201507,MI,67.9
201508,MI,66.9
201509,MI,64.6
201510,MI,48.9
201511,MI,41.3
201512,MI,35.6
201601,MI,22.3
201602,MI,25.3
201603,MI,36.1
201604,MI,40.8
201605,MI,55.4
201606,MI,64.7
201607,MI,70.3
201608,MI,70.8
201609,MI,63.5
201610,MI,51.6
201611,MI,42.6
201612,MI,25
201701,MI,25.2
201702,MI,29.9
201703,MI,30.7
201704,MI,47.2
201705,MI,53
201706,MI,65.3
201707,MI,68.5
201708,MI,65.2
201709,MI,62.6
201710,MI,52.5
201711,MI,34.5
201712,MI,20.9
201801,MI,20
201802,MI,23
201803,MI,29.6
201804,MI,35.2
201805,MI,60.2
201806,MI,65.2
201807,MI,70.5
201808,MI,69.8
201809,MI,62.4
201810,MI,45.9
201811,MI,30.8
201812,MI,28.7
201901,MI,16.8
201902,MI,19.9
201903,MI,27.5
201904,MI,42.5
201905,MI,51.8
201906,MI,62.5
201907,MI,70.9
201908,MI,66.3
201909,MI,62.3
201910,MI,47.5
201911,MI,30.8
201912,MI,28.4
202001,MI,27
202002,MI,23.7
202003,MI,35
202004,MI,40.2
202005,MI,53.2
202006,MI,66
202007,MI,72.5
202008,MI,68.6
202009,MI,58.2
202010,MI,44.4
202011,MI,41.1
202012,MI,28.6
202101,MI,25
202102,MI,17.4
202103,MI,36.8
202104,MI,45.1
202105,MI,54
202106,MI,67.8
202107,MI,68.7
202108,MI,71
202109,MI,61.4
202110,MI,55.2
202111,MI,36.3
202112,MI,30.1
202201,MI,15.4
202202,MI,19.5
202203,MI,31
202204,MI,40.2
202205,MI,57.6
202206,MI,65
202207,MI,69.2
202208,MI,68.2
202209,MI,60.9
202210,MI,48.3
202211,MI,38.6
202212,MI,26.9
202301,MI,28.2
202302,MI,26.5
202303,MI,31.4
202304,MI,44.9
202305,MI,55
202306,MI,64.8
202307,MI,68.5
202308,MI,65.7
202309,MI,62.1
202310,MI,50.6
202311,MI,36.3
202312,MI,35.1
200101,MN,16
200102,MN,6.7
200103,MN,24.2
200104,MN,43.4
200105,MN,56.6
200106,MN,65.1
200107,MN,70.4
200108,MN,69.3
200109,MN,57.4
200110,MN,44.5
200111,MN,40.7
200112,MN,22.3
200201,MN,18.1
200202,MN,23.8
200203,MN,19.5
200204,MN,40.4
200205,MN,49.8
200206,MN,67
200207,MN,72.2
200208,MN,66.5
200209,MN,60.5
200210,MN,37.7
200211,MN,27.8
200212,MN,21.2
200301,MN,10.1
200302,MN,9.9
200303,MN,25.8
200304,MN,43.4
200305,MN,54.3
200306,MN,63.6
200307,MN,68.8
200308,MN,70.2
200309,MN,57.9
200310,MN,47
200311,MN,26.6
200312,MN,20.6
200401,MN,5.1
200402,MN,16.7
200403,MN,30.9
200404,MN,43.7
200405,MN,51.2
200406,MN,60.7
200407,MN,66.7
200408,MN,60.9
200409,MN,62.1
200410,MN,46.8
200411,MN,34
200412,MN,16.8
200501,MN,7.6
200502,MN,20.3
200503,MN,26.2
200504,MN,47.7
200505,MN,52.4
200506,MN,67.4
200507,MN,70.6
200508,MN,66.4
200509,MN,61.6
200510,MN,47.8
200511,MN,32.2
200512,MN,16.6
200601,MN,24.1
200602,MN,12.7
200603,MN,29.4
200604,MN,48.8
200605,MN,56.8
200606,MN,65.7
200607,MN,73.1
200608,MN,67.7
200609,MN,56.3
200610,MN,42.2
200611,MN,32
200612,MN,23.8
200701,MN,14.5
200702,MN,7.7
200703,MN,31.7
200704,MN,41.2
200705,MN,58.7
200706,MN,67.2
200707,MN,70.6
200708,MN,66.5
200709,MN,59.2
200710,MN,49.4
200711,MN,30.4
200712,MN,11.7
200801,MN,8.5
200802,MN,9.4
200803,MN,23.5
200804,MN,39.6
200805,MN,51.5
200806,MN,62.9
200807,MN,68.4
200808,MN,66.8
200809,MN,58.7
200810,MN,46
200811,MN,30.8
200812,MN,6.9
200901,MN,2.2
200902,MN,15
200903,MN,26
200904,MN,41.8
200905,MN,53.4
200906,MN,62.3
200907,MN,64.1
200908,MN,64.2
200909,MN,62.6
200910,MN,39.9
200911,MN,37.8
200912,MN,12
201001,MN,8.8
201002,MN,12.8
201003,MN,35.8
201004,MN,50
201005,MN,56
201006,MN,63.8
201007,MN,70.4
201008,MN,70.2
201009,MN,55
201010,MN,49.1
201011,MN,30.7
201012,MN,11.5
201101,MN,5
201102,MN,13.2
201103,MN,23.6
201104,MN,41.6
201105,MN,53.6
201106,MN,63.4
201107,MN,72.7
201108,MN,68.2
201109,MN,57.5
201110,MN,49.9
201111,MN,32.9
201112,MN,22.7
201201,MN,18.4
201202,MN,22.4
201203,MN,41.8
201204,MN,45.5
201205,MN,58.3
201206,MN,66.8
201207,MN,74.3
201208,MN,66.7
201209,MN,57.3
201210,MN,43.2
201211,MN,31
201212,MN,16.8
201301,MN,11.4
201302,MN,13
201303,MN,20.6
201304,MN,34
201305,MN,53.2
201306,MN,63.9
201307,MN,69
201308,MN,67.8
201309,MN,61.5
201310,MN,44.9
201311,MN,27.6
201312,MN,5
201401,MN,2.3
201402,MN,3.8
201403,MN,19.6
201404,MN,38.4
201405,MN,54.3
201406,MN,65
201407,MN,66.7
201408,MN,67.1
201409,MN,58.5
201410,MN,46.2
201411,MN,21.4
201412,MN,20.4
201501,MN,13.7
201502,MN,5.6
201503,MN,30.7
201504,MN,44.6
201505,MN,54.2
201506,MN,64.7
201507,MN,69.5
201508,MN,65.9
201509,MN,63.8
201510,MN,47.9
201511,MN,36.5
201512,MN,24.8
201601,MN,12.6
201602,MN,19.9
201603,MN,35.7
201604,MN,42.5
201605,MN,56.7
201606,MN,65.6
201607,MN,69.3
201608,MN,68.1
201609,MN,60.7
201610,MN,48.2
201611,MN,40.2
201612,MN,15.3
201701,MN,14.6
201702,MN,23.9
201703,MN,28.2
201704,MN,44.4
201705,MN,53.6
201706,MN,65
201707,MN,69.2
201708,MN,64
201709,MN,60.8
201710,MN,47.1
201711,MN,27.4
201712,MN,13.4
201801,MN,10.4
201802,MN,8.6
201803,MN,27.5
201804,MN,32.7
201805,MN,61.1
201806,MN,67
201807,MN,69.7
201808,MN,67.4
201809,MN,59
201810,MN,40.7
201811,MN,22.8
201812,MN,20.2
201901,MN,6.6
201902,MN,5.3
201903,MN,22.6
201904,MN,41.4
201905,MN,50.5
201906,MN,64.4
201907,MN,70.4
201908,MN,65.2
201909,MN,60.2
201910,MN,42.4
201911,MN,26
201912,MN,16.6
202001,MN,14.1
202002,MN,14
202003,MN,30.4
202004,MN,39.4
202005,MN,53.5
202006,MN,67.7
202007,MN,71.3
202008,MN,68.2
202009,MN,56.5
202010,MN,38.9
202011,MN,33.9
202012,MN,21
202101,MN,18.2
202102,MN,6.5
202103,MN,35.6
202104,MN,42.3
202105,MN,55.1
202106,MN,69.9
202107,MN,71.1
202108,MN,69.4
202109,MN,61.6
202110,MN,51.5
202111,MN,32.2
202112,MN,18.2
202201,MN,3.6
202202,MN,6.5
202203,MN,26.1
202204,MN,35.6
202205,MN,55.3
202206,MN,66.2
202207,MN,69.7
202208,MN,67.3
202209,MN,60.3
202210,MN,46.9
202211,MN,30
202212,MN,12.5
202301,MN,15.1
202302,MN,14.1
202303,MN,21.2
202304,MN,38.3
202305,MN,59.3
202306,MN,68.9
202307,MN,67.3
202308,MN,67.9
202309,MN,63.5
202310,MN,47.5
202311,MN,32.4
202312,MN,29.6
200101,MS,40.9
200102,MS,52.5
200103,MS,51.7
200104,MS,66.8
200105,MS,71.7
200106,MS,76.6
200107,MS,81
200108,MS,79.7
200109,MS,73
200110,MS,61.1
200111,MS,58.6
200112,MS,50.8
200201,MS,47.5
200202,MS,46
200203,MS,54.9
200204,MS,66.7
200205,MS,70.9
200206,MS,77.8
200207,MS,81.1
200208,MS,80.1
200209,MS,77.6
200210,MS,67
200211,MS,51.6
200212,MS,46.6
200301,MS,40.5
200302,MS,46.7
200303,MS,56.4
200304,MS,64.3
200305,MS,73
200306,MS,76.6
200307,MS,79.7
200308,MS,80.6
200309,MS,73.4
200310,MS,64.5
200311,MS,58.6
200312,MS,44.9
200401,MS,45.3
200402,MS,45.4
200403,MS,59.6
